complaint_id,filed_on,resolved_on,ward,category,description,status,channel,priority,citizen_age,satisfaction_score,resolution_days,filed_year,filed_month,filed_month_name,filed_week,filed_weekday,filed_date,is_open,verified_category,recency_score,days_open
GRV-1643,2024-10-31,2024-11-30,Ward-02,Noise & Pollution,Dust from road construction affecting residents,Closed,WhatsApp,High,22,2.0,30.0,2024,10,Oct 2024,44,Thursday,2024-10-31,False,Road & Infrastructure,5.494505494505497,
GRV-1644,2025-11-28,2025-12-10,Ward-13,Water Supply,Dirty/contaminated water coming from tap,Resolved,Walk-In,High,65,1.0,12.0,2025,11,Nov 2025,48,Friday,2025-11-28,False,Water Supply,77.47252747252747,
GRV-1645,2024-12-04,,Ward-07,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,Walk-In,High,74,,,2024,12,Dec 2024,49,Wednesday,2024-12-04,True,Water Supply,11.721611721611724,482.0
GRV-1646,2025-04-02,,Ward-12,Waste Management,Garbage not collected for a week,In Progress,Walk-In,Low,42,,,2025,4,Apr 2025,14,Wednesday,2025-04-02,True,Waste Management,33.51648351648352,363.0
GRV-1647,2025-11-03,,Ward-04,Noise & Pollution,Loud music from nearby event venue,In Progress,Mobile App,Low,72,,,2025,11,Nov 2025,45,Monday,2025-11-03,True,Other,72.8937728937729,148.0
GRV-1648,2024-11-01,,Ward-16,Street Lighting,Broken street light reported multiple times,In Progress,WhatsApp,Medium,44,,,2024,11,Nov 2024,44,Friday,2024-11-01,True,Street Lighting,5.67765567765568,515.0
GRV-1649,2025-04-19,2025-05-08,Ward-09,Road & Infrastructure,Road completely waterlogged after rain,Resolved,Mobile App,Low,24,2.0,19.0,2025,4,Apr 2025,16,Saturday,2025-04-19,False,Water Supply,36.630036630036635,
GRV-1650,2025-12-13,,Ward-19,Street Lighting,Street lights not working for 2 weeks,Open,Walk-In,High,49,,,2025,12,Dec 2025,50,Saturday,2025-12-13,True,Street Lighting,80.21978021978022,108.0
GRV-1651,2025-05-17,2025-06-14,Ward-09,Public Property,Public toilet locked / not accessible,Resolved,Website,Medium,43,4.0,28.0,2025,5,May 2025,20,Saturday,2025-05-17,False,Public Property,41.75824175824175,
GRV-1652,2024-12-11,,Ward-05,Noise & Pollution,Construction noise beyond permitted hours,In Progress,Walk-In,Medium,55,,,2024,12,Dec 2024,50,Wednesday,2024-12-11,True,Road & Infrastructure,13.003663003663002,475.0
GRV-1653,2024-11-22,,Ward-10,Water Supply,Low water pressure in pipes,Open,Phone Call,Medium,62,,,2024,11,Nov 2024,47,Friday,2024-11-22,True,Water Supply,9.523809523809524,494.0
GRV-1654,2025-11-26,,Ward-07,Street Lighting,Electric pole fallen on road – dangerous,In Progress,Website,Medium,74,,,2025,11,Nov 2025,48,Wednesday,2025-11-26,True,Road & Infrastructure,77.10622710622711,125.0
GRV-1655,2025-10-22,,Ward-04,Sewage & Drainage,Sewage mixing with drinking water pipeline,In Progress,Mobile App,Medium,48,,,2025,10,Oct 2025,43,Wednesday,2025-10-22,True,Water Supply,70.69597069597069,160.0
GRV-1656,2025-08-04,,Ward-20,Public Property,Tree fallen on parked vehicles,In Progress,WhatsApp,Low,38,,,2025,8,Aug 2025,32,Monday,2025-08-04,True,Public Property,56.227106227106226,239.0
GRV-1657,2026-03-09,,Ward-11,Public Property,Park benches broken and vandalised,In Progress,Phone Call,Medium,66,,,2026,3,Mar 2026,11,Monday,2026-03-09,True,Public Property,95.97069597069597,22.0
GRV-1658,2025-09-02,,Ward-10,Noise & Pollution,Burning of garbage creating air pollution,Open,Walk-In,Low,32,,,2025,9,Sep 2025,36,Tuesday,2025-09-02,True,Waste Management,61.53846153846154,210.0
GRV-1659,2025-08-24,2025-09-07,Ward-20,Noise & Pollution,Factory emitting foul-smelling smoke,Closed,Website,Medium,25,2.0,14.0,2025,8,Aug 2025,34,Sunday,2025-08-24,False,Noise & Pollution,59.89010989010989,
GRV-1660,2025-01-19,2025-02-05,Ward-16,Public Property,Public toilet locked / not accessible,Resolved,Phone Call,Low,45,2.0,17.0,2025,1,Jan 2025,3,Sunday,2025-01-19,False,Public Property,20.146520146520142,
GRV-1661,2026-02-23,,Ward-02,Street Lighting,Short circuit sparks from street light,In Progress,WhatsApp,High,49,,,2026,2,Feb 2026,9,Monday,2026-02-23,True,Street Lighting,93.4065934065934,36.0
GRV-1662,2025-03-20,,Ward-18,Sewage & Drainage,Blocked drain causing flooding in colony,Open,Walk-In,Medium,72,,,2025,3,Mar 2025,12,Thursday,2025-03-20,True,Sewage & Drainage,31.135531135531135,376.0
GRV-1663,2025-02-20,2025-03-13,Ward-12,Public Property,Stray dogs attacking residents near park,Closed,WhatsApp,Medium,40,1.0,21.0,2025,2,Feb 2025,8,Thursday,2025-02-20,False,Public Property,26.007326007326004,
GRV-1664,2025-08-04,,Ward-04,Waste Management,Garbage truck does not come on schedule,Open,Website,Low,46,,,2025,8,Aug 2025,32,Monday,2025-08-04,True,Waste Management,56.227106227106226,239.0
GRV-1665,2025-06-22,2025-07-05,Ward-06,Road & Infrastructure,Road construction debris not cleared,Resolved,Phone Call,Medium,31,3.0,13.0,2025,6,Jun 2025,25,Sunday,2025-06-22,False,Road & Infrastructure,48.35164835164834,
GRV-1666,2025-04-08,,Ward-10,Waste Management,Illegal dumping of waste on street,Open,Website,High,59,,,2025,4,Apr 2025,15,Tuesday,2025-04-08,True,Waste Management,34.61538461538461,357.0
GRV-1667,2025-06-30,,Ward-10,Road & Infrastructure,Broken footpath causing injury to pedestrians,Open,Website,High,38,,,2025,6,Jun 2025,27,Monday,2025-06-30,True,Road & Infrastructure,49.81684981684982,274.0
GRV-1668,2026-02-05,2026-02-14,Ward-19,Street Lighting,Street lights not working for 2 weeks,Closed,WhatsApp,Critical,66,3.0,9.0,2026,2,Feb 2026,6,Thursday,2026-02-05,False,Street Lighting,90.10989010989012,
GRV-1669,2025-02-26,2025-03-17,Ward-17,Water Supply,Water pipeline leakage on main road,Closed,Mobile App,High,56,1.0,19.0,2025,2,Feb 2025,9,Wednesday,2025-02-26,False,Water Supply,27.10622710622711,
GRV-1670,2024-10-06,,Ward-02,Street Lighting,Broken street light reported multiple times,Open,Walk-In,Low,19,,,2024,10,Oct 2024,40,Sunday,2024-10-06,True,Street Lighting,0.9157509157509125,541.0
GRV-1671,2025-10-06,,Ward-19,Waste Management,Illegal dumping of waste on street,In Progress,Website,Low,66,,,2025,10,Oct 2025,41,Monday,2025-10-06,True,Waste Management,67.76556776556777,176.0
GRV-1672,2025-06-26,2025-07-05,Ward-18,Noise & Pollution,Factory emitting foul-smelling smoke,Resolved,Website,Medium,53,3.0,9.0,2025,6,Jun 2025,26,Thursday,2025-06-26,False,Noise & Pollution,49.08424908424909,
GRV-1673,2025-04-04,2025-04-28,Ward-01,Waste Management,Illegal dumping of waste on street,Resolved,Website,Low,45,2.0,24.0,2025,4,Apr 2025,14,Friday,2025-04-04,False,Waste Management,33.88278388278388,
GRV-1674,2025-12-21,,Ward-06,Noise & Pollution,Factory emitting foul-smelling smoke,In Progress,Website,High,67,,,2025,12,Dec 2025,51,Sunday,2025-12-21,True,Noise & Pollution,81.68498168498168,100.0
GRV-1675,2025-02-14,,Ward-14,Noise & Pollution,Construction noise beyond permitted hours,Open,Website,Medium,48,,,2025,2,Feb 2025,7,Friday,2025-02-14,True,Road & Infrastructure,24.90842490842491,410.0
GRV-1676,2026-03-21,,Ward-18,Street Lighting,Short circuit sparks from street light,Open,Walk-In,High,41,,,2026,3,Mar 2026,12,Saturday,2026-03-21,True,Street Lighting,98.16849816849816,10.0
GRV-1677,2024-12-12,2024-12-22,Ward-17,Water Supply,Dirty/contaminated water coming from tap,Resolved,Walk-In,Low,36,5.0,10.0,2024,12,Dec 2024,50,Thursday,2024-12-12,False,Water Supply,13.186813186813184,
GRV-1678,2025-04-13,,Ward-12,Water Supply,Low water pressure in pipes,Open,Phone Call,Low,32,,,2025,4,Apr 2025,15,Sunday,2025-04-13,True,Water Supply,35.531135531135526,352.0
GRV-1679,2025-07-09,,Ward-06,Street Lighting,Broken street light reported multiple times,In Progress,Mobile App,High,67,,,2025,7,Jul 2025,28,Wednesday,2025-07-09,True,Street Lighting,51.46520146520146,265.0
GRV-1680,2024-12-26,,Ward-17,Road & Infrastructure,Broken footpath causing injury to pedestrians,In Progress,WhatsApp,Medium,71,,,2024,12,Dec 2024,52,Thursday,2024-12-26,True,Road & Infrastructure,15.75091575091575,460.0
GRV-1681,2025-10-13,,Ward-16,Street Lighting,Frequent power fluctuation in area,Open,Phone Call,High,69,,,2025,10,Oct 2025,42,Monday,2025-10-13,True,Street Lighting,69.04761904761905,169.0
GRV-1682,2026-01-24,,Ward-08,Waste Management,No waste bins available in the area,Open,Walk-In,Low,63,,,2026,1,Jan 2026,4,Saturday,2026-01-24,True,Waste Management,87.91208791208791,66.0
GRV-1683,2024-12-09,,Ward-04,Water Supply,Water meter not working properly,In Progress,Phone Call,High,46,,,2024,12,Dec 2024,50,Monday,2024-12-09,True,Water Supply,12.637362637362637,477.0
GRV-1684,2026-03-14,,Ward-09,Noise & Pollution,Construction noise beyond permitted hours,In Progress,WhatsApp,Medium,57,,,2026,3,Mar 2026,11,Saturday,2026-03-14,True,Road & Infrastructure,96.88644688644689,17.0
GRV-1685,2025-05-30,2025-06-07,Ward-01,Sewage & Drainage,Sewage overflowing onto road,Resolved,Mobile App,Medium,72,5.0,8.0,2025,5,May 2025,22,Friday,2025-05-30,False,Road & Infrastructure,44.13919413919414,
GRV-1686,2025-05-25,,Ward-18,Street Lighting,Short circuit sparks from street light,In Progress,Phone Call,Medium,62,,,2025,5,May 2025,21,Sunday,2025-05-25,True,Street Lighting,43.223443223443226,310.0
GRV-1687,2026-02-26,2026-03-28,Ward-01,Waste Management,Overflowing dustbin near bus stop,Resolved,Phone Call,Medium,28,4.0,30.0,2026,2,Feb 2026,9,Thursday,2026-02-26,False,Waste Management,93.95604395604396,
GRV-1688,2025-12-19,,Ward-20,Water Supply,Water meter not working properly,Open,Walk-In,Medium,47,,,2025,12,Dec 2025,51,Friday,2025-12-19,True,Water Supply,81.31868131868131,102.0
GRV-1689,2026-02-07,2026-03-04,Ward-04,Water Supply,Water meter not working properly,Resolved,Phone Call,Low,29,5.0,25.0,2026,2,Feb 2026,6,Saturday,2026-02-07,False,Water Supply,90.47619047619048,
GRV-1690,2025-01-19,,Ward-07,Water Supply,Water pipeline leakage on main road,Open,Phone Call,High,59,,,2025,1,Jan 2025,3,Sunday,2025-01-19,True,Water Supply,20.146520146520142,436.0
GRV-1691,2025-08-31,2025-09-13,Ward-10,Waste Management,Illegal dumping of waste on street,Resolved,Walk-In,Low,33,1.0,13.0,2025,8,Aug 2025,35,Sunday,2025-08-31,False,Waste Management,61.172161172161175,
GRV-1692,2026-03-13,2026-03-19,Ward-16,Street Lighting,Frequent power fluctuation in area,Resolved,Phone Call,Low,34,5.0,6.0,2026,3,Mar 2026,11,Friday,2026-03-13,False,Street Lighting,96.7032967032967,
GRV-1693,2025-03-12,2025-04-10,Ward-19,Water Supply,No water supply for 3 days,Closed,Website,Low,32,3.0,29.0,2025,3,Mar 2025,11,Wednesday,2025-03-12,False,Water Supply,29.670329670329664,
GRV-1694,2025-06-26,,Ward-04,Water Supply,Water meter not working properly,Open,Phone Call,Medium,46,,,2025,6,Jun 2025,26,Thursday,2025-06-26,True,Water Supply,49.08424908424909,278.0
GRV-1695,2025-11-11,,Ward-02,Street Lighting,Electric pole fallen on road – dangerous,Open,Mobile App,High,22,,,2025,11,Nov 2025,46,Tuesday,2025-11-11,True,Road & Infrastructure,74.35897435897436,140.0
GRV-1696,2025-12-22,2026-01-16,Ward-12,Noise & Pollution,Construction noise beyond permitted hours,Closed,Phone Call,Medium,31,4.0,25.0,2025,12,Dec 2025,52,Monday,2025-12-22,False,Road & Infrastructure,81.86813186813187,
GRV-1697,2025-11-03,2025-11-15,Ward-02,Water Supply,No water supply for 3 days,Closed,Mobile App,High,46,3.0,12.0,2025,11,Nov 2025,45,Monday,2025-11-03,False,Water Supply,72.8937728937729,
GRV-1698,2025-01-30,,Ward-15,Public Property,Public toilet locked / not accessible,Open,WhatsApp,Low,34,,,2025,1,Jan 2025,5,Thursday,2025-01-30,True,Public Property,22.16117216117216,425.0
GRV-1699,2024-12-04,,Ward-11,Public Property,Park benches broken and vandalised,In Progress,Walk-In,Low,23,,,2024,12,Dec 2024,49,Wednesday,2024-12-04,True,Public Property,11.721611721611724,482.0
GRV-1700,2026-01-06,,Ward-13,Street Lighting,Short circuit sparks from street light,Open,Website,High,33,,,2026,1,Jan 2026,2,Tuesday,2026-01-06,True,Street Lighting,84.61538461538461,84.0
GRV-1701,2025-12-03,,Ward-02,Public Property,Public toilet locked / not accessible,Open,Walk-In,Low,19,,,2025,12,Dec 2025,49,Wednesday,2025-12-03,True,Public Property,78.3882783882784,118.0
GRV-1702,2025-03-08,2025-03-16,Ward-15,Sewage & Drainage,Manhole cover missing – safety hazard,Resolved,Walk-In,Medium,24,3.0,8.0,2025,3,Mar 2025,10,Saturday,2025-03-08,False,Sewage & Drainage,28.937728937728934,
GRV-1703,2025-01-11,2025-01-14,Ward-05,Noise & Pollution,Burning of garbage creating air pollution,Resolved,Website,Critical,47,2.0,3.0,2025,1,Jan 2025,2,Saturday,2025-01-11,False,Waste Management,18.681318681318682,
GRV-1704,2025-04-15,,Ward-03,Water Supply,Water pipeline leakage on main road,In Progress,Phone Call,Medium,51,,,2025,4,Apr 2025,16,Tuesday,2025-04-15,True,Water Supply,35.89743589743589,350.0
GRV-1705,2025-12-27,2026-01-25,Ward-18,Water Supply,Water meter not working properly,Resolved,WhatsApp,High,63,5.0,29.0,2025,12,Dec 2025,52,Saturday,2025-12-27,False,Water Supply,82.78388278388277,
GRV-1706,2024-10-06,,Ward-20,Waste Management,Illegal dumping of waste on street,In Progress,Mobile App,Medium,57,,,2024,10,Oct 2024,40,Sunday,2024-10-06,True,Waste Management,0.9157509157509125,541.0
GRV-1707,2025-04-20,,Ward-13,Public Property,Public toilet locked / not accessible,In Progress,Walk-In,High,20,,,2025,4,Apr 2025,16,Sunday,2025-04-20,True,Public Property,36.81318681318682,345.0
GRV-1708,2025-11-05,,Ward-06,Sewage & Drainage,Sewage mixing with drinking water pipeline,Open,WhatsApp,High,34,,,2025,11,Nov 2025,45,Wednesday,2025-11-05,True,Water Supply,73.26007326007327,146.0
GRV-1709,2025-11-20,2025-12-12,Ward-03,Noise & Pollution,Loud music from nearby event venue,Closed,Website,Medium,18,3.0,22.0,2025,11,Nov 2025,47,Thursday,2025-11-20,False,Other,76.007326007326,
GRV-1710,2026-02-27,,Ward-08,Road & Infrastructure,Broken footpath causing injury to pedestrians,Open,WhatsApp,Medium,31,,,2026,2,Feb 2026,9,Friday,2026-02-27,True,Road & Infrastructure,94.13919413919413,32.0
GRV-1711,2025-06-08,,Ward-15,Street Lighting,Frequent power fluctuation in area,Open,WhatsApp,Medium,36,,,2025,6,Jun 2025,23,Sunday,2025-06-08,True,Street Lighting,45.78754578754579,296.0
GRV-1712,2024-11-16,,Ward-04,Noise & Pollution,Loud music from nearby event venue,In Progress,Website,High,42,,,2024,11,Nov 2024,46,Saturday,2024-11-16,True,Other,8.424908424908429,500.0
GRV-1713,2025-06-05,,Ward-02,Water Supply,No water supply for 3 days,In Progress,WhatsApp,Medium,31,,,2025,6,Jun 2025,23,Thursday,2025-06-05,True,Water Supply,45.238095238095234,299.0
GRV-1714,2025-10-10,2025-10-13,Ward-20,Noise & Pollution,Construction noise beyond permitted hours,Resolved,Phone Call,High,69,2.0,3.0,2025,10,Oct 2025,41,Friday,2025-10-10,False,Road & Infrastructure,68.4981684981685,
GRV-1715,2025-01-07,2025-01-29,Ward-15,Sewage & Drainage,Blocked drain causing flooding in colony,Resolved,Phone Call,Medium,62,1.0,22.0,2025,1,Jan 2025,2,Tuesday,2025-01-07,False,Sewage & Drainage,17.948717948717952,
GRV-1716,2025-12-22,2026-01-16,Ward-11,Water Supply,Low water pressure in pipes,Resolved,WhatsApp,High,59,3.0,25.0,2025,12,Dec 2025,52,Monday,2025-12-22,False,Water Supply,81.86813186813187,
GRV-1717,2025-08-27,2025-08-30,Ward-12,Sewage & Drainage,Manhole cover missing – safety hazard,Resolved,Unknown,High,70,1.0,3.0,2025,8,Aug 2025,35,Wednesday,2025-08-27,False,Sewage & Drainage,60.439560439560445,
GRV-1718,2025-09-29,2025-10-09,Ward-08,Water Supply,No water supply for 3 days,Resolved,Mobile App,Medium,29,4.0,10.0,2025,9,Sep 2025,40,Monday,2025-09-29,False,Water Supply,66.4835164835165,
GRV-1719,2026-01-17,,Ward-12,Noise & Pollution,Burning of garbage creating air pollution,In Progress,Mobile App,Low,25,,,2026,1,Jan 2026,3,Saturday,2026-01-17,True,Waste Management,86.63003663003663,73.0
GRV-1720,2024-10-12,,Ward-14,Waste Management,No waste bins available in the area,Open,Mobile App,Low,34,,,2024,10,Oct 2024,41,Saturday,2024-10-12,True,Waste Management,2.0146520146520186,535.0
GRV-1721,2026-03-04,,Ward-13,Waste Management,Overflowing dustbin near bus stop,Open,Walk-In,Medium,46,,,2026,3,Mar 2026,10,Wednesday,2026-03-04,True,Waste Management,95.05494505494505,27.0
GRV-1722,2025-11-04,2025-11-24,Ward-04,Noise & Pollution,Factory emitting foul-smelling smoke,Resolved,Website,Low,54,4.0,20.0,2025,11,Nov 2025,45,Tuesday,2025-11-04,False,Noise & Pollution,73.07692307692308,
GRV-1723,2025-12-05,,Ward-15,Public Property,Encroachment on footpath by shop owners,Open,Website,Medium,59,,,2025,12,Dec 2025,49,Friday,2025-12-05,True,Road & Infrastructure,78.75457875457876,116.0
GRV-1724,2024-10-27,,Ward-01,Sewage & Drainage,Blocked drain causing flooding in colony,Rejected,WhatsApp,High,42,,,2024,10,Oct 2024,43,Sunday,2024-10-27,False,Sewage & Drainage,4.761904761904767,
GRV-1725,2025-05-12,2025-05-16,Ward-16,Sewage & Drainage,Manhole cover missing – safety hazard,Resolved,WhatsApp,High,47,2.0,4.0,2025,5,May 2025,20,Monday,2025-05-12,False,Sewage & Drainage,40.84249084249084,
GRV-1726,2025-12-01,,Ward-05,Waste Management,Garbage truck does not come on schedule,Open,Mobile App,Medium,39,,,2025,12,Dec 2025,49,Monday,2025-12-01,True,Waste Management,78.02197802197803,120.0
GRV-1727,2025-01-24,2025-02-02,Ward-17,Sewage & Drainage,Sewage mixing with drinking water pipeline,Closed,Website,Medium,49,2.0,9.0,2025,1,Jan 2025,4,Friday,2025-01-24,False,Water Supply,21.062271062271066,
GRV-1728,2026-03-01,,Ward-11,Sewage & Drainage,Blocked drain causing flooding in colony,Open,Phone Call,Medium,46,,,2026,3,Mar 2026,9,Sunday,2026-03-01,True,Sewage & Drainage,94.5054945054945,30.0
GRV-1729,2025-07-27,,Ward-17,Waste Management,Overflowing dustbin near bus stop,In Progress,Phone Call,High,59,,,2025,7,Jul 2025,30,Sunday,2025-07-27,True,Waste Management,54.761904761904766,247.0
GRV-1730,2025-02-24,2025-02-27,Ward-18,Sewage & Drainage,Foul smell from open drainage channel,Resolved,Walk-In,Low,74,3.0,3.0,2025,2,Feb 2025,9,Monday,2025-02-24,False,Sewage & Drainage,26.739926739926744,
GRV-1731,2025-03-30,2025-04-09,Ward-05,Sewage & Drainage,Foul smell from open drainage channel,Resolved,Walk-In,Medium,19,1.0,10.0,2025,3,Mar 2025,13,Sunday,2025-03-30,False,Sewage & Drainage,32.96703296703297,
GRV-1732,2025-02-21,2025-03-04,Ward-12,Public Property,Tree fallen on parked vehicles,Resolved,Unknown,Medium,41,5.0,11.0,2025,2,Feb 2025,8,Friday,2025-02-21,False,Public Property,26.190476190476186,
GRV-1733,2024-10-04,2024-10-16,Ward-14,Sewage & Drainage,Sewage mixing with drinking water pipeline,Closed,WhatsApp,Low,48,3.0,12.0,2024,10,Oct 2024,40,Friday,2024-10-04,False,Water Supply,0.5494505494505475,
GRV-1734,2025-09-13,2025-10-04,Ward-17,Noise & Pollution,Loud music from nearby event venue,Resolved,Mobile App,Low,59,2.0,21.0,2025,9,Sep 2025,37,Saturday,2025-09-13,False,Other,63.55311355311355,
GRV-1735,2025-01-16,2025-02-03,Ward-07,Waste Management,Garbage not collected for a week,Resolved,Phone Call,High,60,3.0,18.0,2025,1,Jan 2025,3,Thursday,2025-01-16,False,Waste Management,19.597069597069595,
GRV-1736,2024-10-12,2024-11-03,Ward-05,Waste Management,Illegal dumping of waste on street,Resolved,Mobile App,Medium,19,2.0,22.0,2024,10,Oct 2024,41,Saturday,2024-10-12,False,Waste Management,2.0146520146520186,
GRV-1737,2025-08-12,2025-09-09,Ward-18,Road & Infrastructure,Road completely waterlogged after rain,Resolved,Mobile App,Medium,46,2.0,28.0,2025,8,Aug 2025,33,Tuesday,2025-08-12,False,Water Supply,57.692307692307686,
GRV-1738,2025-12-18,2026-01-11,Ward-18,Street Lighting,Street lights not working for 2 weeks,Resolved,Walk-In,High,58,5.0,24.0,2025,12,Dec 2025,51,Thursday,2025-12-18,False,Street Lighting,81.13553113553114,
GRV-1739,2025-06-03,,Ward-10,Sewage & Drainage,Manhole cover missing – safety hazard,Open,Mobile App,Critical,37,,,2025,6,Jun 2025,23,Tuesday,2025-06-03,True,Sewage & Drainage,44.87179487179487,301.0
GRV-1740,2025-09-01,,Ward-11,Street Lighting,Short circuit sparks from street light,Rejected,WhatsApp,Low,19,,,2025,9,Sep 2025,36,Monday,2025-09-01,False,Street Lighting,61.35531135531136,
GRV-1741,2025-04-19,,Ward-15,Public Property,Tree fallen on parked vehicles,Open,Walk-In,Critical,46,,,2025,4,Apr 2025,16,Saturday,2025-04-19,True,Public Property,36.630036630036635,346.0
